Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-12-27T18:48:00+00:00,FALSE,,51.322306,-0.197904,Male,17-Oct,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-27T20:50:00+00:00,FALSE,,51.378364,-0.584088,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-27T20:52:00+00:00,FALSE,,51.378364,-0.584088,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Articles for use in criminal damage,A no further action disposal,FALSE,
Person search,2020-12-27T21:00:00+00:00,FALSE,,51.378364,-0.584088,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-27T21:03:00+00:00,FALSE,,51.378364,-0.584088,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-27T21:08:00+00:00,FALSE,,51.378364,-0.584088,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-27T23:00:00+00:00,FALSE,,51.244788,-0.60328,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-27T23:20:00+00:00,FALSE,,51.244788,-0.60328,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-27T23:20:00+00:00,FALSE,,51.236008,-0.187225,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-27T23:30:00+00:00,FALSE,,51.244788,-0.60328,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-27T23:39:00+00:00,FALSE,,51.247165,-0.574394,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-28T01:48:00+00:00,FALSE,,51.179544,-0.17406,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,Black,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-28T02:15:00+00:00,FALSE,,51.236256,-0.18637,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-28T02:15:00+00:00,FALSE,,51.175992,-0.170624,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-28T02:45:00+00:00,FALSE,,51.237631,-0.186875,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-28T02:55:00+00:00,FALSE,,51.236256,-0.18637,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-28T03:47:00+00:00,FALSE,,51.315831,-0.730755,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Vehicle search,2020-12-28T09:26:00+00:00,FALSE,,51.287103,-0.343021,,,Other ethnic group - Not stated,,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-28T16:45:00+00:00,FALSE,,51.312701,-0.61485,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-28T16:45:00+00:00,FALSE,,51.311482,-0.612892,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-28T16:45:00+00:00,FALSE,,51.311482,-0.612892,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-28T18:00:00+00:00,FALSE,,51.226572,-0.783966,Male,18-24,Asian/Asian British - Indian,Asian,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-28T22:09:00+00:00,FALSE,,51.391204,-0.507242,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-28T22:15:00+00:00,FALSE,,51.251273,-0.019336,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-28T22:20:00+00:00,FALSE,,51.251273,-0.019336,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-29T00:09:00+00:00,FALSE,,51.187043,-0.610492,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-29T00:13:00+00:00,FALSE,,51.314392,-0.250675,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-29T00:13:00+00:00,FALSE,,51.314392,-0.250675,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-29T00:17:00+00:00,FALSE,,51.314392,-0.250675,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-29T00:18:00+00:00,FALSE,,51.314392,-0.250675,Female,17-Oct,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,,Controlled drugs,A no further action disposal,TRUE,
Person search,2020-12-29T00:20:00+00:00,FALSE,,51.238437,-0.578403,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Community resolution,TRUE,
Person search,2020-12-29T01:18:00+00:00,FALSE,,51.236008,-0.187225,Female,18-24,Other ethnic group - Not stated,Other,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-29T12:10:00+00:00,FALSE,,51.237624,-0.188164,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-29T16:05:00+00:00,FALSE,,51.268084,-0.016865,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-29T16:14:00+00:00,FALSE,,51.268084,-0.016865,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-29T16:45:00+00:00,FALSE,,51.187043,-0.610492,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Summons / charged by post,TRUE,
Person search,2020-12-29T16:45:00+00:00,FALSE,,51.187043,-0.610492,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Summons / charged by post,TRUE,
Person search,2020-12-29T18:55:00+00:00,FALSE,,51.243503,-0.307552,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-29T18:57:00+00:00,FALSE,,51.243503,-0.307552,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-29T19:55:00+00:00,FALSE,,51.256345,-0.54509,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-29T22:25:00+00:00,FALSE,,51.220647,-0.768557,Female,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-29T23:33:00+00:00,FALSE,,51.232624,-0.596028,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-30T01:40:00+00:00,FALSE,,51.2575,-0.19591,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-30T02:00:00+00:00,FALSE,,51.2575,-0.19591,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-30T02:20:00+00:00,FALSE,,51.242712,-0.570635,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Summons / charged by post,TRUE,
Person search,2020-12-30T02:23:00+00:00,FALSE,,51.242961,-0.569625,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Vehicle search,2020-12-30T12:00:00+00:00,FALSE,,51.428307,-0.493216,,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-30T12:00:00+00:00,FALSE,,51.428307,-0.493216,Male,18-24,Other ethnic group - Not stated,Other,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-30T12:00:00+00:00,FALSE,,51.428307,-0.493216,Male,18-24,Other ethnic group - Any other ethnic group,Other,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-30T15:15:00+00:00,FALSE,,51.31753,-0.332626,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-30T15:15:00+00:00,FALSE,,51.265662,-0.011923,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-30T15:15:00+00:00,FALSE,,51.31753,-0.332626,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,TRUE,
Person search,2020-12-30T16:00:00+00:00,FALSE,,51.385341,-0.418748,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-30T17:53:00+00:00,FALSE,,51.257546,-0.004806,Male,17-Oct,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-30T18:15:00+00:00,FALSE,,51.435648,-0.465783,Male,25-34,Other ethnic group - Not stated,Black,,Stolen goods,A no further action disposal,FALSE,
Person search,2020-12-30T18:18:00+00:00,FALSE,,51.210937,-0.119486,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,TRUE,
Person search,2020-12-30T19:00:00+00:00,FALSE,,51.258779,-0.007462,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-30T23:52:00+00:00,FALSE,,51.307811,-0.414355,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-31T00:01:00+00:00,FALSE,,51.307811,-0.414355,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T00:06:00+00:00,FALSE,,51.32631,-0.5447,Male,18-24,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,Arrest,TRUE,
Vehicle search,2020-12-31T02:12:00+00:00,FALSE,,51.192289,-0.162665,,,Other ethnic group - Not stated,,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T10:35:00+00:00,FALSE,,51.32069,-0.557048,Female,over 34,White - Any other White background,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T10:44:00+00:00,FALSE,,51.451653,-0.477394,Male,17-Oct,Other ethnic group - Not stated,Black,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-31T13:05:00+00:00,FALSE,,51.261413,-0.14251,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T13:08:00+00:00,FALSE,,51.237631,-0.186875,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,FALSE,
Person search,2020-12-31T14:00:00+00:00,FALSE,,51.309382,-0.425492,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,FALSE,
Person search,2020-12-31T14:00:00+00:00,FALSE,,51.246659,-0.569782,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T16:00:00+00:00,FALSE,,51.237631,-0.186875,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Arrest,FALSE,
Person search,2020-12-31T17:01:00+00:00,FALSE,,53.474414,-0.202496,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T17:40:00+00:00,FALSE,,51.337291,-0.470016,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,Arrest,TRUE,
Person search,2020-12-31T17:50:00+00:00,FALSE,,51.237631,-0.186875,Female,25-34,White - Any other White background,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T17:50:00+00:00,FALSE,,51.269488,-0.251664,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T17:50:00+00:00,FALSE,,51.269488,-0.251664,Female,25-34,White - Any other White background,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T17:50:00+00:00,FALSE,,51.269488,-0.251664,Male,25-34,White - Any other White background,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T18:50:00+00:00,FALSE,,51.2659,-0.173291,Male,17-Oct,Other ethnic group - Not stated,,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-31T18:54:00+00:00,FALSE,,51.253698,-0.004829,Male,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-31T20:00:00+00:00,FALSE,,51.254758,-0.58806,Male,25-34,White - Any other White background,White,,Controlled drugs,Arrest,TRUE,
Person search,2020-12-31T22:00:00+00:00,FALSE,,51.32129,-0.559067,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T22:00:00+00:00,FALSE,,51.319855,-0.560088,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,FALSE,
Person search,2020-12-31T22:06:00+00:00,FALSE,,51.255736,-0.009428,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,FALSE,
Person search,2020-12-31T22:30:00+00:00,FALSE,,51.370912,-0.401186,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T22:30:00+00:00,FALSE,,51.370912,-0.401186,Female,17-Oct,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T22:30:00+00:00,FALSE,,51.370912,-0.401186,Male,18-24,Other ethnic group - Not stated,Asian,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T22:40:00+00:00,FALSE,,51.416215,-0.419681,Male,18-24,White - Any other White background,White,,Anything to threaten or harm anyone,Arrest,TRUE,
Person search,2020-12-31T22:48:00+00:00,FALSE,,51.338461,-0.264877,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
Person search,2020-12-31T22:53:00+00:00,FALSE,,51.416215,-0.419681,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,FALSE,
Person search,2020-12-31T22:56:00+00:00,FALSE,,51.349314,-0.274519,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,FALSE,
